=============  Error  =====================
Severity	Code	Description	Project	File	Line	Suppression State
Warning	C4251	'CCMSDataBridgeTrigger::m_aTriggerControls': class 'CMapStringToPtr' needs to have dll-interface to be used by clients of class 'CCMSDataBridgeTrigger'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\CMSDll\cmsdatabridgetrigger.h	46	
Warning	C4251	'CCMSWindowManager::CCMSWindowTracker::m_collection': class 'std::set<CCMSWindowManager::ManagedWindowPtr,std::less<CCMSWindowManager::ManagedWindowPtr>,std::allocator<CCMSWindowManager::ManagedWindowPtr>>' needs to have dll-interface to be used by clients of class 'CCMSWindowManager::CCMSWindowTracker'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\gblforms\CMSWindowManager.h	114	
Warning	C4251	'CCMSControlButtons::strPramLables': class 'CStringArray' needs to have dll-interface to be used by clients of class 'CCMSControlButtons'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSControlButtons.h	50	
Warning	C4251	'CCMSControlButtons::m_strExtra': class 'CStringArray' needs to have dll-interface to be used by clients of class 'CCMSControlButtons'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSControlButtons.h	51	
Warning	C4251	'CCMSControlButtons::m_dteCodeOnly': class 'ATL::COleDateTime' needs to have dll-interface to be used by clients of class 'CCMSControlButtons'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSControlButtons.h	71	
Warning	C4251	'CCMSControlButtons::m_btnUpdateCost': class 'CButton' needs to have dll-interface to be used by clients of class 'CCMSControlButtons'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSControlButtons.h	240	
Warning	C4251	'CCMSControlButtons::m_btnUpdateDesc': class 'CButton' needs to have dll-interface to be used by clients of class 'CCMSControlButtons'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSControlButtons.h	242	
Warning	C4251	'CCMSControlButtons::m_pobjLookupObserver': class 'std::auto_ptr<CCMSControlButtons::LookupObserver>' needs to have dll-interface to be used by clients of class 'CCMSControlButtons'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSControlButtons.h	284	
Warning	C4251	'CCMSControlButtons::m_lstAddedButtons': class 'std::list<CCMSOXCoolButton *,std::allocator<CCMSOXCoolButton *>>' needs to have dll-interface to be used by clients of class 'CCMSControlButtons'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSControlButtons.h	288	
Warning	C4263	'bool CCMSControlButtons::AddButtonToPanel(CString,UINT,UINT)': member function does not override any base class virtual member function	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSControlButtons.h	226	
Warning	C4264	'bool CMS::CCMSFormEx<CDialog>::AddButtonToPanel(UINT)': no override available for virtual member function from base 'CMS::CCMSFormEx<CDialog>'; function is hidden	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSControlButtons.h	315	
Warning	C4263	'BOOL CCMSControlButtons::Create(CWnd *,CCMSMaintDoc *)': member function does not override any base class virtual member function	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSControlButtons.h	309	
Warning	C4264	'BOOL CWnd::Create(LPCTSTR,LPCTSTR,DWORD,const RECT &,CWnd *,UINT,CCreateContext *)': no override available for virtual member function from base 'CWnd'; function is hidden	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSControlButtons.h	315	
Warning	C4264	'BOOL CDialog::Create(UINT,CWnd *)': no override available for virtual member function from base 'CDialog'; function is hidden	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSControlButtons.h	315	
Warning	C4264	'BOOL CDialog::Create(LPCTSTR,CWnd *)': no override available for virtual member function from base 'CDialog'; function is hidden	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSControlButtons.h	315	
Warning	C4275	non dll-interface class 'CEdit' used as base for dll-interface class 'CEditEx'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSFormView.h	39	
Warning	C4275	non dll-interface class 'CFormView' used as base for dll-interface class 'CCMSFormView'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSFormView.h	57	
Warning	C4251	'CCMSFormView::strCommandValues': class 'CStringArray' needs to have dll-interface to be used by clients of class 'CCMSFormView'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSFormView.h	129	
Warning	C4251	'CCMSFormView::m_clsGridNotifySink': class 'CCMSGridAsyncFillNotifySink' needs to have dll-interface to be used by clients of class 'CCMSFormView'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSFormView.h	177	
Warning	C4251	'CCMSFormView::m_icoTop': class 'CStatic' needs to have dll-interface to be used by clients of class 'CCMSFormView'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSFormView.h	320	
Warning	C4251	'CCMSFormView::m_lblButtonHolder': class 'CStatic' needs to have dll-interface to be used by clients of class 'CCMSFormView'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSFormView.h	321	
Warning	C4251	'CCMSFormView::m_clsControlToLabelMap': class 'CMap<UINT,UINT &,UINT,UINT &>' needs to have dll-interface to be used by clients of class 'CCMSFormView'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSFormView.h	377	
Warning	C4251	'CCMSFormView::m_dteOpen': class 'ATL::COleDateTime' needs to have dll-interface to be used by clients of class 'CCMSFormView'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSFormView.h	381	
Warning	C4263	'void CCMSFormView::OnPrint(void)': member function does not override any base class virtual member function	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSFormView.h	168	
Warning	C4264	'void CView::OnPrint(CDC *,CPrintInfo *)': no override available for virtual member function from base 'CView'; function is hidden	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSFormView.h	427	
Warning	C4251	'CMaintFormView::m_objKeyAutofills': class 'std::set<CCMSAutoFillEdit *,std::less<CCMSAutoFillEdit *>,std::allocator<CCMSAutoFillEdit *>>' needs to have dll-interface to be used by clients of class 'CMaintFormView'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\MaintFormView.h	385	
Warning	C4251	'CMaintFormView::m_pPrintCodeTraits': class 'std::auto_ptr<CMSGBL::IMaintDocPrintCodeTraits>' needs to have dll-interface to be used by clients of class 'CMaintFormView'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\MaintFormView.h	404	
Warning	C4251	'CReportFormView::m_lblDateRange': class 'CStatic' needs to have dll-interface to be used by clients of class 'CReportFormView'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\ReportFormView.h	97	
Warning	C4275	non dll-interface class 'CPropertyPage' used as base for dll-interface class 'CCMSPropertyPage'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSPropertyPage.h	23	
Warning	C4251	'CCMSPropertyPage::strCommandValues': class 'CStringArray' needs to have dll-interface to be used by clients of class 'CCMSPropertyPage'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSPropertyPage.h	68	
Warning	C4251	'CCMSSubscriber<CCMSPropertyPageEx,CMS::subscriber_traits<T1>>::m_subscriber_traits': struct 'CMS::subscriber_traits<T1>' needs to have dll-interface to be used by clients of class 'CCMSSubscriber<CCMSPropertyPageEx,CMS::subscriber_traits<T1>>'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSPropertyPageEx.h	32	
Warning	C4251	'CCMSPropertyPageEx::m_lblDateRange': class 'CStatic' needs to have dll-interface to be used by clients of class 'CCMSPropertyPageEx'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSPropertyPageEx.h	60	
Warning	C4251	'CGBLPPNotes::m_lblDescription': class 'CStatic' needs to have dll-interface to be used by clients of class 'CGBLPPNotes'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\GBLPPNotes.h	61	
Warning	C4251	'CGBLPPNotes::m_lblAccountNumber1': class 'CStatic' needs to have dll-interface to be used by clients of class 'CGBLPPNotes'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\GBLPPNotes.h	69	
Warning	C4251	'CGBLPPNotes::m_lblDescription1': class 'CStatic' needs to have dll-interface to be used by clients of class 'CGBLPPNotes'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\GBLPPNotes.h	70	
Warning	C4251	'CGBLPPNotes::m_bIsDirty': class 'SafePointer<bool>' needs to have dll-interface to be used by clients of class 'CGBLPPNotes'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\GBLPPNotes.h	85	
Warning	C4263	'void CGBLPPNotes::ChangeMode(int)': member function does not override any base class virtual member function	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\GBLPPNotes.h	123	
Warning	C4264	'void CCMSPropertyPage::ChangeMode(enmFormModes)': no override available for virtual member function from base 'CCMSPropertyPage'; function is hidden	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\GBLPPNotes.h	134	
Warning	C4263	'void CGBLPPNotes::SetArrayValues(int,CStringArray &)': member function does not override any base class virtual member function	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\GBLPPNotes.h	125	
Warning	C4264	'void CCMSPropertyPage::SetArrayValues(CStringArray &,INT32)': no override available for virtual member function from base 'CCMSPropertyPage'; function is hidden	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\GBLPPNotes.h	134	
Warning	C4251	'CPPG_GBLUserDefined::m_arszUDF1CommandValues': class 'CStringArray' needs to have dll-interface to be used by clients of class 'CPPG_GBLUserDefined'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	86	
Warning	C4251	'CPPG_GBLUserDefined::m_arszUDF2CommandValues': class 'CStringArray' needs to have dll-interface to be used by clients of class 'CPPG_GBLUserDefined'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	90	
Warning	C4251	'CPPG_GBLUserDefined::m_lblUDF1': class 'CStatic' needs to have dll-interface to be used by clients of class 'CPPG_GBLUserDefined'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	107	
Warning	C4251	'CPPG_GBLUserDefined::m_lblUDF2': class 'CStatic' needs to have dll-interface to be used by clients of class 'CPPG_GBLUserDefined'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	108	
Warning	C4251	'CPPG_GBLUserDefined::m_lblUDF3': class 'CStatic' needs to have dll-interface to be used by clients of class 'CPPG_GBLUserDefined'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	109	
Warning	C4251	'CPPG_GBLUserDefined::m_lblUDF4': class 'CStatic' needs to have dll-interface to be used by clients of class 'CPPG_GBLUserDefined'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	110	
Warning	C4251	'CPPG_GBLUserDefined::m_lblUDF5': class 'CStatic' needs to have dll-interface to be used by clients of class 'CPPG_GBLUserDefined'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	111	
Warning	C4251	'CPPG_GBLUserDefined::m_lblUDF6': class 'CStatic' needs to have dll-interface to be used by clients of class 'CPPG_GBLUserDefined'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	112	
Warning	C4251	'CPPG_GBLUserDefined::m_lblUDF7': class 'CStatic' needs to have dll-interface to be used by clients of class 'CPPG_GBLUserDefined'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	113	
Warning	C4251	'CPPG_GBLUserDefined::m_lblUDF8': class 'CStatic' needs to have dll-interface to be used by clients of class 'CPPG_GBLUserDefined'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	114	
Warning	C4251	'CPPG_GBLUserDefined::m_lblUDF9': class 'CStatic' needs to have dll-interface to be used by clients of class 'CPPG_GBLUserDefined'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	115	
Warning	C4251	'CPPG_GBLUserDefined::m_lblUDF10': class 'CStatic' needs to have dll-interface to be used by clients of class 'CPPG_GBLUserDefined'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	116	
Warning	C4251	'CPPG_GBLUserDefined::m_clsVertScroll': class 'CScrollBar' needs to have dll-interface to be used by clients of class 'CPPG_GBLUserDefined'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	133	
Warning	C4251	'CPPG_GBLUserDefined::m_clsUDF1Bridge': class 'CPPG_GBLUserDefined::CUDFBridge' needs to have dll-interface to be used by clients of class 'CPPG_GBLUserDefined'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	148	
Warning	C4251	'CPPG_GBLUserDefined::m_clsUDF2Bridge': class 'CPPG_GBLUserDefined::CUDFBridge' needs to have dll-interface to be used by clients of class 'CPPG_GBLUserDefined'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	149	
Warning	C4263	'void CPPG_GBLUserDefined::SetArrayValues(int,CStringArray &)': member function does not override any base class virtual member function	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	157	
Warning	C4264	'void CCMSPropertyPage::SetArrayValues(CStringArray &,INT32)': no override available for virtual member function from base 'CCMSPropertyPage'; function is hidden	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	192	
Warning	C4263	'void CPPG_GBLUserDefined::ChangeMode(int)': member function does not override any base class virtual member function	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	159	
Warning	C4264	'void CCMSPropertyPage::ChangeMode(enmFormModes)': no override available for virtual member function from base 'CCMSPropertyPage'; function is hidden	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\PPG_UserDefined.h	192	
Warning	C4275	non dll-interface class 'CPropertySheet' used as base for dll-interface class 'CCMSPropertySheet'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSPropertySheet.h	27	
Warning	C4251	'CCMSPropertySheet::m_DisabledPages': class 'CMap<int,int &,int,int &>' needs to have dll-interface to be used by clients of class 'CCMSPropertySheet'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSPropertySheet.h	41	
Warning	C4251	'CCMSPropertySheet::m_pclsNotesPage': class 'std::auto_ptr<CGBLPPNotes>' needs to have dll-interface to be used by clients of class 'CCMSPropertySheet'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSPropertySheet.h	119	
Warning	C4251	'CCMSPropertySheet::m_pclsNotesPage2': class 'std::auto_ptr<CGBLPPNotes>' needs to have dll-interface to be used by clients of class 'CCMSPropertySheet'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSPropertySheet.h	120	
Warning	C4275	non dll-interface class 'CDocument' used as base for dll-interface class 'CCMSDoc'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSDoc.h	62	
Warning	C4251	'CCMSSubscriber<CCMSDoc,CMS::subscriber_traits<T1>>::m_subscriber_traits': struct 'CMS::subscriber_traits<T1>' needs to have dll-interface to be used by clients of class 'CCMSSubscriber<CCMSDoc,CMS::subscriber_traits<T1>>'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSDoc.h	65	
Warning	C4251	'CCMSMaintDoc::m_vPKCache': class 'std::vector<CCMSMaintDoc::STRINGPAIR,std::allocator<CCMSBatchComboBox::BATCHDATA>>' needs to have dll-interface to be used by clients of class 'CCMSMaintDoc'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSMaintDoc.h	118	
Warning	C4263	'UINT CCMSMaintDoc::DoSave(bool)': member function does not override any base class virtual member function	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSMaintDoc.h	190	
Warning	C4264	'BOOL CDocument::DoSave(LPCTSTR,BOOL)': no override available for virtual member function from base 'CDocument'; function is hidden	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSMaintDoc.h	232	
Warning	C4251	'CCMSModuleRefresh::m_clsData': class 'CCMSModuleRefresh::CCMSModuleRefreshThreadData' needs to have dll-interface to be used by clients of class 'CCMSModuleRefresh'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\CMSModuleRefresh.h	71	
Warning	C4275	non dll-interface class 'CWnd' used as base for dll-interface class 'CMdiBackground'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\MdiBackground.h	27	
Warning	C4251	'CMdiBackground::m_clsSalesBackground': class 'CMDIBackgroundSales' needs to have dll-interface to be used by clients of class 'CMdiBackground'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\MdiBackground.h	28	
Warning	C4251	'CTipOfTheDay::m_aszTips': class 'CStringArray' needs to have dll-interface to be used by clients of class 'CTipOfTheDay'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\TipOfTheDay.h	52	
Warning	C4263	'BOOL CDockBar::Create(CWnd *,DWORD,UINT)': member function does not override any base class virtual member function	CreateDB	C:\Program Files (x86)\Microsoft Visual Studio\2019\Enterprise\VC\Tools\MSVC\14.29.30133\atlmfc\include\afxpriv.h	596	
Warning	C4264	'BOOL CWnd::Create(LPCTSTR,LPCTSTR,DWORD,const RECT &,CWnd *,UINT,CCreateContext *)': no override available for virtual member function from base 'CWnd'; function is hidden	CreateDB	C:\Program Files (x86)\Microsoft Visual Studio\2019\Enterprise\VC\Tools\MSVC\14.29.30133\atlmfc\include\afxpriv.h	648	
Warning	C4263	'BOOL CMiniDockFrameWnd::Create(CWnd *,DWORD)': member function does not override any base class virtual member function	CreateDB	C:\Program Files (x86)\Microsoft Visual Studio\2019\Enterprise\VC\Tools\MSVC\14.29.30133\atlmfc\include\afxpriv.h	657	
Warning	C4264	'BOOL CWnd::Create(LPCTSTR,LPCTSTR,DWORD,const RECT &,CWnd *,UINT,CCreateContext *)': no override available for virtual member function from base 'CWnd'; function is hidden	CreateDB	C:\Program Files (x86)\Microsoft Visual Studio\2019\Enterprise\VC\Tools\MSVC\14.29.30133\atlmfc\include\afxpriv.h	672	
Warning	C4264	'BOOL CFrameWnd::Create(LPCTSTR,LPCTSTR,DWORD,const RECT &,CWnd *,LPCTSTR,DWORD,CCreateContext *)': no override available for virtual member function from base 'CFrameWnd'; function is hidden	CreateDB	C:\Program Files (x86)\Microsoft Visual Studio\2019\Enterprise\VC\Tools\MSVC\14.29.30133\atlmfc\include\afxpriv.h	672	
Warning	C4264	'BOOL CMiniFrameWnd::Create(LPCTSTR,LPCTSTR,DWORD,const RECT &,CWnd *,UINT)': no override available for virtual member function from base 'CMiniFrameWnd'; function is hidden	CreateDB	C:\Program Files (x86)\Microsoft Visual Studio\2019\Enterprise\VC\Tools\MSVC\14.29.30133\atlmfc\include\afxpriv.h	672	
Warning	C4275	non dll-interface class 'CCmdUI' used as base for dll-interface class 'COXCoolToolBarCmdUI'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\dundasinclude\OXCoolToolBar.h	1617	
Warning	C4251	'COXCoolToolBar::m_sizeMinMaxWidth': class 'CSize' needs to have dll-interface to be used by clients of class 'COXCoolToolBar'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\dundasinclude\OXCoolToolBar.h	1744	
Warning	C4251	'COXCoolToolBar::m_iconRect': class 'CRect' needs to have dll-interface to be used by clients of class 'COXCoolToolBar'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\dundasinclude\OXCoolToolBar.h	1776	
Warning	C4251	'COXCoolToolBar::m_allBitmaps': class 'CMap<LPTSTR,LPTSTR,HBITMAP,HBITMAP>' needs to have dll-interface to be used by clients of class 'COXCoolToolBar'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\dundasinclude\OXCoolToolBar.h	1806	
Warning	C4251	'COXCoolToolBar::m_allImageLists': class 'CMap<LPTSTR,LPTSTR,HANDLE,HANDLE>' needs to have dll-interface to be used by clients of class 'COXCoolToolBar'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\dundasinclude\OXCoolToolBar.h	1810	
Warning	C4251	'COXCoolToolBar::m_mapButtonText': class 'CMap<UINT,UINT,CString,CString &>' needs to have dll-interface to be used by clients of class 'COXCoolToolBar'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\dundasinclude\OXCoolToolBar.h	1813	
Warning	C4251	'COXCoolToolBar::m_arrAllCustomButtonIDs': class 'CArray<int,int>' needs to have dll-interface to be used by clients of class 'COXCoolToolBar'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\dundasinclude\OXCoolToolBar.h	1816	
Warning	C4251	'COXCoolToolBar::m_mapCustomButtons': class 'CMap<int,int,OXCUSTOMBUTTONDESCRIPTOR,OXCUSTOMBUTTONDESCRIPTOR &>' needs to have dll-interface to be used by clients of class 'COXCoolToolBar'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\dundasinclude\OXCoolToolBar.h	1824	
Warning	C4251	'COXCoolToolBar::m_mapAllCustomButtons': class 'CMap<int,int,OXCUSTOMBUTTONDESCRIPTOR,OXCUSTOMBUTTONDESCRIPTOR &>' needs to have dll-interface to be used by clients of class 'COXCoolToolBar'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\dundasinclude\OXCoolToolBar.h	1841	
Warning	C4263	'void COXCoolToolBar::DrawGripper(CDC &,CRect &)': member function does not override any base class virtual member function	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\dundasinclude\OXCoolToolBar.h	2969	
Warning	C4264	'void CControlBar::DrawGripper(CDC *,const CRect &)': no override available for virtual member function from base 'CControlBar'; function is hidden	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\dundasinclude\OXCoolToolBar.h	3108	
Warning	C4263	'void COXCoolToolBar::CalcInsideRect(CRect &,BOOL)': member function does not override any base class virtual member function	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\dundasinclude\OXCoolToolBar.h	3024	
Warning	C4264	'void CControlBar::CalcInsideRect(CRect &,BOOL) const': no override available for virtual member function from base 'CControlBar'; function is hidden	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\dundasinclude\OXCoolToolBar.h	3108	
Warning	C4275	non dll-interface class 'CMDIFrameWnd' used as base for dll-interface class 'CCMSMainFrame'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSMainFrm.h	77	
Warning	C4251	'CCMSMainFrame::m_strArrayBatchCommandID': class 'CStringArray' needs to have dll-interface to be used by clients of class 'CCMSMainFrame'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSMainFrm.h	251	
Warning	C4251	'CCMSMainFrame::m_vecNewedBitmapMenus': class 'std::vector<MenuPtr,std::allocator<MenuPtr>>' needs to have dll-interface to be used by clients of class 'CCMSMainFrame'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSMainFrm.h	264	
Warning	C4251	'CCMSMainFrame::m_toolbarImageList': class 'CImageList' needs to have dll-interface to be used by clients of class 'CCMSMainFrame'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSMainFrm.h	268	
Warning	C4251	'CCMSMainFrame::m_pModuleTracker': class 'std::auto_ptr<CCMSModuleTracker>' needs to have dll-interface to be used by clients of class 'CCMSMainFrame'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSMainFrm.h	369	
Warning	C4275	non dll-interface class 'CWinApp' used as base for dll-interface class 'CCMSWinApp'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSWinApp.h	28	
Warning	C4251	'CCMSWinApp::m_pAccelMgr': class 'std::auto_ptr<CCMSAccelMgr>' needs to have dll-interface to be used by clients of class 'CCMSWinApp'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSWinApp.h	35	
Warning	C4251	'CCMSWinApp::m_pFormManager': class 'std::auto_ptr<CDllFormManager>' needs to have dll-interface to be used by clients of class 'CCMSWinApp'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSWinApp.h	62	
Warning	C4263	'void CCMSWinApp::WinHelpW(DWORD,UINT)': member function does not override any base class virtual member function	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSWinApp.h	54	
Warning	C4264	'void CWinApp::WinHelpW(DWORD_PTR,UINT)': no override available for virtual member function from base 'CWinApp'; function is hidden	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSWinApp.h	70	
Warning	C4275	non dll-interface class 'CMultiDocTemplate' used as base for dll-interface class 'CCMSMultiDocTemplate'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSMultiDocTemplate.h	27	
Warning	C4275	non dll-interface struct 'ICMSDocTemplate' used as base for dll-interface class 'CCMSMultiDocTemplate'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSMultiDocTemplate.h	28	
Warning	C4263	'CDocument *CCMSMultiDocTemplate::CreateNewDocument(BOOL,LPARAM,CGBLSystemInformation::stuLookupSelected *)': member function does not override any base class virtual member function	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSMultiDocTemplate.h	45	
Warning	C4264	'CDocument *CDocTemplate::CreateNewDocument(void)': no override available for virtual member function from base 'CDocTemplate'; function is hidden	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSMultiDocTemplate.h	58	
Warning	C4275	non dll-interface class 'CMDIChildWnd' used as base for dll-interface class 'CCMSMDIChildWnd'	CreateDB	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\GBLForms\CMSMDIChildWnd.h	24	
