Severity	Code	Description	Project	File	Line	Suppression State
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	217	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	217	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	218	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	218	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	219	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	219	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	220	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	220	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	221	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	221	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	222	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	222	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	223	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	223	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	224	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	224	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	225	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	225	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	226	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	226	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	227	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	227	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	228	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	228	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	229	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	229	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	230	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	230	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	231	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	231	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	232	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	232	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	233	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	233	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	234	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	234	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	235	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	235	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	236	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	236	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	237	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	237	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	238	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	238	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	239	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	239	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	240	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	240	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	241	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	241	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	242	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	242	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	243	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	243	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	244	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	244	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	245	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	245	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	246	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	246	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	247	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	247	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	248	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	248	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	249	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	249	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	250	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	250	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	251	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	251	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	252	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	252	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	253	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	253	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	254	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	254	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	255	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	255	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	256	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	256	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	257	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	257	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	258	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	258	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	259	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	259	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	260	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	260	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	261	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	261	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	262	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	262	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	263	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	263	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	264	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	264	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	265	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	265	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	266	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	266	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	267	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	267	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	268	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	268	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	269	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	269	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	270	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	270	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	271	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	271	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	272	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	272	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	273	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	273	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	274	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	274	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	275	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	275	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	276	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	276	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	277	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	277	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	278	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	278	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	279	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	279	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	280	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	280	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	281	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	281	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	282	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	282	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	283	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	283	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	284	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	284	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	285	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	285	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	286	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	286	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	287	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	287	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	288	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	288	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	289	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	289	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	290	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	290	
Error (active)	E0260	explicit type is missing ('int' assumed)	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	291	
Error (active)	E0079	expected a type specifier	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	291	
Error (active)	E0262	not a class or struct name	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	315	
Error (active)	E0020	identifier "VARIANT_BOOL" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	321	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	322	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	323	
Error (active)	E0020	identifier "HRESULT" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	329	
Error (active)	E0020	identifier "BSTR" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	330	
Error (active)	E0020	identifier "BSTR" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	331	
Error (active)	E0020	identifier "VARIANT_BOOL" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	332	
Error (active)	E0262	not a class or struct name	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	336	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	345	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	347	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	349	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	362	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	363	
Error (active)	E0020	identifier "_bstr_t" is undefined	cmsdll	C:\TFS\Denali\Code\Dev\_VC7DENALICLIENT\cmsdll\x64\Debug\msxml6.tlh	364	
